,product_id,product_title,rating,summary,review,name,location,date,upvotes,downvotes
367,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Terrible product,Very bed company and frod very bad cooler not properly cooling and very bad Crompton cooler my Crompton cooler detected but company not replace very bed Crompton cooler and other products not buy plz Not buy Crompton cooler and any products,Keshav  Daksh ,Noida,10 months ago,3,2
1344,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,3,Nice,"Wide open body, air cooling is not good. Heavy sound, power consumption is high.",Madhu krishna Gopisetty,Piduguralla,11 months ago,0,0
1561,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,4,Delightful,air cooler was good their design looks amazing but it could be better if they install two fans instead of 1 fan in it.,abhishek singh,New Delhi,"Feb, 2020",1,0
1205,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,3,Just okay,"its a nice cooler for small room sized less then 150 sq feet. low noice, despite of blower cooler its speed is less then fan cooler. build quality and design is excellent . material used also quit good. suitable for kids study room or person not more then 2. half of air outlet is blocked.",Samyak  Sharma,Ujjain,"Apr, 2018",53,26
614,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,4,Wonderful,Good,Sk Swapan ,Purba Bardhaman District,"Jan, 2021",0,0
435,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,5,Terrific,Very nice product &nice cooling,Jayprakash  Walmiki,Thane,"Feb, 2021",1,0
848,ACCFAUEFZT5R72ZS,Prolite Majestic Basket Wired USB Multi-device Keyboard,3,Good,Nice product,Vivek Kumar,New Delhi,"Mar, 2021",0,0
571,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Brilliant,Awesome 👌👌,Pradeep Sahu,Karera,9 months ago,0,0
570,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Great product,Osm,Shah  Shahjuddin ,Bokaro Steel City,9 months ago,0,0
891,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,5,Terrific,I'm happy,NEW TELECOM,South Twenty Four Parganas District,"Nov, 2018",1,1
27,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,5,Highly recommended,The mouse is pretty good,Debadri Dutta,Bengaluru,"May, 2019",1,0
36,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Terrific purchase,Good,S.S SANDHU,Dera Bassi,3 months ago,0,0
773,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,1,Not recommended at all,Not working Warranty,Dipikaben sureshchandra rana sureshchandra rana,Ahmedabad,1 month ago,0,0
808,ACCFAUEFZT5R72ZS,Prolite Majestic Basket Wired USB Multi-device Keyboard,5,Must buy!,Very good product,Nitin Barsiwal,Loharu,8 months ago,18,1
575,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",1,Unsatisfactory,The mouse has no on/off button differentiation and middle scroller button is making sound heavily.so over all experience is bad.,Gudipally Suman Datta Reddy,Mahbubnagar,27 days ago,0,0
564,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,1,Worthless,Not bad,Joshua  Johney ,Kottayam District,8 months ago,0,0
60,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,1,Very poor,Scrolling damage in 6 month..,Sagar Pandey,Noida,"Sep, 2020",0,0
937,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,4,Delightful,good product but air fan small,Bindu kumar kamat,Bhiwandi,"Apr, 2019",8,4
200,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,1,Very poor,Simply will say zero product not cooling only fan air is flowing waste product and delivery is worst executive and late,Vinod Kumar,Chennai,"Apr, 2021",7,2
567,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,3,Does the job,Posting review after 3 days of useIt's nice good product I decided to keep it because Fit for my needs like I need it for my personal use specifically for ahmedabad summer which is quite intolerable  Cooler is small sized and average noise and Very good cooling experience.  But some difficulties like to add water into and i think company must have to provide some alternate to add water and cable is not that much long its 1m only .Water capacity is less then as described in product detai...,Bharat Rajshakha,Ahmedabad,11 months ago,14,17
734,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,4,Nice product,Nice product at good price.,jyoti bhalodia,Vadodara,"Mar, 2021",8,1
7,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,5,Mind-blowing purchase,Good,Premkumar Kumar,Secunderabad,4 days ago,0,0
160,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Just wow!,Best,Rahul kr. Verma,Rangpo,1 month ago,0,0
211,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,3,Just okay,Keyboard is working fine but one side bottom stand for Keyboard is broken.And company package is teardown. Don't know use Keyboard is given or new.Let's see how much it works will update review after months.Today 15 May 2021,Sagar Gaikwad,Mumbai,10 months ago,1,0
4,CKBFS9J6XWHSSQRJ,Chaayos Chai Time Snack Chocochip Cookies Cookies,5,Terrific purchase,Cookies and that too chocolate its like heaven. Just loved it,Jaydeep Mulchandani,Adalaj,24 days ago,0,0
274,ACCG9NHFHGUSZCFR,"BOZTI Back Cover for Samsung Galaxy A50, Samsung Galaxy A50s",4,Value-for-money,Cover is beautiful ....,madan  chirate,Vasco Da Gama,2 months ago,1,0
751,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,4,Really Nice,Cooler is v nice but some noisy because 5 blade fan and speed is very high. Body material is too good...,Vijay Kumar,Gurgaon,"May, 2020",3,0
448,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,1,Useless product,Very bad product,Shivam Vishwakarma,Rewa,"Jan, 2020",0,0
540,ACCG7FRJSUGRH6XC,Flipkart SmartBuy Back Cover for Samsung Galaxy M30,5,Great product,Good product,Reshma MR,Attingal,1 month ago,0,0
350,ACCGBWXTN4QKV2AH,CZARTECH Back Cover for Samsung Galaxy S22 Ultra,5,Excellent,Nice back cover for s22 ultra..Quality product..,Prakash .,Vizianagaram,14 days ago,0,1
919,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,5,Must buy!,Nice,Ishu kumar,Aurangabad District,3 months ago,0,0
308,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Perfect product!,As per my expectations such as a good productI love it,Pradeep Kumar Barik,Bengaluru,11 days ago,0,0
786,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,4,Delightful,This is working to good,Krishna vyas,Ahmedabad,2 months ago,0,0
100,CKBFS8YEP4YSAA9G,Chaayos Chai-Time Snacks Cookies,5,Excellent,Tastes delicious and packaging is excellent as it has several separate packages hence does not get wasted and are travel friendly. Cookies are very crunchy and chocolaty. Every cookie is topped with lots of choco chips which is the best part. Must try with chai!,Krutika Jain,Mumbai,3 months ago,0,0
554,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Fabulous!,V Good product,Vadivel  G,Dharmapuri,5 months ago,0,0
535,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,5,Great product,very nice product 👌 👍👍👍👍this is the best product among all coolers available in the market.cool calm & very useful for big as well as small rooms,Tanvir Patel,Pune,"May, 2019",0,1
677,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,5,Excellent,Very nice product good flipkart,Sangita Singh,Patna,"Jun, 2020",1,0
330,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,4,Good quality product,"Value for money.Pros,1.Cooling effect  - gives better cooling2.Air delivery - strong and powerful fan3.Capacity - 88 litresCons.1.Noise - Fan noise and water dripping noise2.Material used - Looks like cheap plastic in some corners.3.Power cable - too small, really need an extension to use.Only for people who wants to sleep in silent place - Don't buy this.",Arish Babu,Salem,"Mar, 2020",24,6
124,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,1,Don't waste your money,Worst,vinnarasu A,Kallakkurichi,"Aug, 2019",0,0
527,ACCGFXEJYHQF3S7Y,"Lilliput Back Cover for Samsung Galaxy A50s, Samsung Galaxy A50, Samsung Galaxy A30s",5,Highly recommended,Super,Siril Joy,Thrissur District,3 months ago,0,0
62,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Worth every penny,Amazing product and service 👏,Vel Murugan ,Dharmapuri,6 months ago,0,0
816,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,5,Awesome,Excellent,RAVINDER REDDY,Hyderabad,10 months ago,1,0
1,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,4,Really Nice,"In the 1st 10 days of use I m almost satisfied with this product . Build quality is good , Air throw is superb ,  It covers a large area . it's swing covers full 180 degree area. .In the whole it's a good package .",Sanjeev Chhabra,Kurukshetra,"Jun, 2019",626,160
1303,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,4,Good quality product,Happy to sleep nice one better cooling not bad good 👍👍👌,E.k.ramkumar,Guntur,4 days ago,0,0
1036,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,1,Terrible product,"The product I got is opened, delivery service is not good.want to return this product",Pooja Gupta,Kolkata,"May, 2018",19,6
302,ACCGY4GMUVP9UFNS,"HUPSHY Back Cover for Samsung Galaxy M12, Samsung Galaxy F12, Samsung Galaxy A12",5,Great product,Super 👌 👍,kiran kumar  sutar,Gulbarga,3 months ago,0,0
349,ACCGBWXTN4QKV2AH,CZARTECH Back Cover for Samsung Galaxy S22 Ultra,5,Excellent,Excellent product...,Pratapraju Dulam,Vizianagaram,13 days ago,0,1
257,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Best in the market!,Super,vinoth m,Mettur,8 months ago,0,0
1265,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Best in the market!,Thanks For Deliver item on right time,Shivam  Rathore,Bhopal,"Mar, 2018",1,1
325,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,3,Nice,"I fill half the water with the capacity, but the water keeps falling from the back side.",venkatesh sadhana,Mumbai,10 months ago,1,0
879,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,4,Very Good,"This stylish cooler really gives cool look to your room.Now Features.Powerful blower delivers air upto 1450 ft³m (CFM) depends on your electricity power. Air throw upto 17ft can easily feel , but for best result try to keep near targeted cooling area as it's a personal cum room cooler.Cause of Blower it doesn't throw air from ⅓left part of its vent.Full the tank and forget for 2-3days as per your local weather, it really consumes less water.Easy mobility.",PURUSHOTTAM  KUMAR,Allahabad,"Jun, 2020",155,49
605,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,5,Great product,Excellent product working well,rafeeq ahmed,Bidar,"Mar, 2021",2,0
285,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,4,Good quality product,Awesome,manish kumar ,Gopalganj District,"Aug, 2020",0,0
222,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Awesome,Nice,KONGUTAMIL CHITRA,Pappireddipatti,3 months ago,0,0
376,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,5,Highly recommended,Cooler is very niceGood delivery by Flipkart,Rinki Sinha,Masaurhi,"Jun, 2019",2,0
229,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,1,Useless product,Product not met with my expectationsSize is small. Better use for personal use. Not for small family. Don't compare it with traditional cooler. You need to put ice to get that cooling. Throw of air is limited. It's better for single person or very small sized room.,Shwetank Pathak,New Delhi,10 months ago,6,4
19,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,5,Wonderful,very good product it us move very fast taht like small he has fit in my pam very sweet,Siddharth  Vishwakarma,Rudrapur,"May, 2020",0,1
249,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Great product,The product is awesome.. First you have to understand the difference between the air cooler and air conditioner. It cools my medium size room perfectly within 1 hour. Every cooler has a little noise like celling fan at high speed.. & you have to open the door or windows for cross ventilation so that it can work properly. The size is compact. Air flow is very good. I just love it & thanks Flipkart for door step Delevary on time..,Rahul Paul,Chakdaha,"Apr, 2021",16,3
345,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,1,worst worst,I buy this combo set in last month of April..& right now it's key does not working properly cheap & worst product not working even 15 days. I recommend you to not buy this product. It is waste of money in the name of hp brand..lastly I give 0/5 rating...vry vry disappointing flipkart😭😭,Mina Kumari,Pasighat,"May, 2017",3,5
1347,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,4,Good choice,I use this product last 15 days  . this product is very good . I give it 4.5 stars  it is good for 15 X 15 room . cooling is good,B P Bhardwaj,Mumbai,"May, 2018",62,30
504,ACCFXUAB8YXRXTDF,"SHINESTAR. Back Cover for Apple iPhone 7 Plus, Apple iPhone 8 Plus",4,Really Nice,Good,Nilesh Sawant,Thane,"Mar, 2021",0,0
344,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,5,Awesome,Awesome product,Vamsi Krishna Enugula,Chilakaluripet (md) Guntur (dt),"Apr, 2018",1,0
465,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Classy product,"It may look so simple but it s a gud, powerful and long-lasting one. The keys are so soft and which makes it easy and so convenient for typing.",Surendar Venugopal,Chennai,"Mar, 2020",1,1
355,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Perfect product!,Love it,Pratusha  Pradhan ,Puri,3 months ago,0,0
49,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,5,Wonderful,"Performance is up to the mark within such price range. Excellent job done by the Flipkart team. Super fast delivery. Keep it up, from my side this product and effort of Flipkart gets 10/10 👍",Amit Upadhyay,Kanpur,10 months ago,2,0
417,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,5,Highly recommended,Very nice.,Rimpa Zaminder,Kajora,"Jan, 2021",0,0
94,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,5,Excellent,Satisfied with the product,Munimul  Islam ,Nagaon District,"Mar, 2019",7,3
442,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,5,Just wow!,Good. Value for money product.,Goutam  Choudhury,Agartala,17 days ago,0,0
1106,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,5,Excellent,"Perfect size for single person.. may be for 2,3..Air throw is extremely powerful even at low..Big ice window is very convenient..Blower is using less water compared to fan, meaning full tank will last 2,3 days if used for 14 hrs/day..Awesome cooling totally satisfied👌👌👌",Rahul Gusain,Dhampur,9 months ago,0,0
741,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Worth every penny,❤️❤️Super fast working thanks ❤️❤️,Shiv Kumar,Banka,"Feb, 2021",161,15
42,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,1,Worst experience ever!,Quality was very bad and dust catchy material,Ashish Dange,Pune,1 month ago,0,0
96,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,5,Simply awesome,Very good,Sahil Singh,Jharsuguda,7 months ago,2,0
905,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Simply awesome,Very Very Good.. Quality.  Oww...,SUBHOJIT FULMALI,Murshidabad District,"May, 2019",49,10
779,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Excellent,Nice wired optical mouse,Rahul Sharma,Mira Bhayandar,2 months ago,0,0
352,ACCFUYXSJTY5BF3G,Carnage Flip Cover for Samsung Galaxy M01 Core,3,Fair,Price is high.. medium quality,Arun gopal,Thiruvananthapuram,"Mar, 2021",3,3
668,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,4,Very Good,Decent product,Atreyee  Ghosh,South Twenty Four Parganas District,"May, 2019",19,0
389,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Don't waste your money,Nearly wasteful to buy this product. No cooling. For solving this there's no cooperation from flipkart. Waste of money. Waste to buy in flipkart.,Puli SANKAR,Vijayawada,10 months ago,0,0
191,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",5,Wonderful,I am writing this after using 1 month.. Durability and finishing of this back cover is really awesome.. For this cost this case is superb.. Trust my words,Amarnath A,Chennai,1 month ago,0,0
298,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Terrific,"Genuinely Received my iphone 12 with full of security and confidently of Flipkart assured logistics service e kart and give otp after checking my phone in own hand. All was very good and work perfectly, I'm very happy to receive phone and use it. Love you Flipkart",Deep Sharma,Amritsar,3 months ago,3,2
797,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Great product,So nice,Santosh Das,Krishnagiri District,3 months ago,0,0
279,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,5,Excellent,Awesome.,Sneha Das,Nadia District,19 days ago,0,0
52,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,1,Horrible,Wheel is not working properly.... disappointed 😞,Ashok Kumar,New Delhi,"Feb, 2021",0,0
791,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Fabulous!,Thank you,Rajkumar  Murmu,Jamtara District,3 months ago,0,0
1359,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,5,Best in the market!,Just wow product😘😘 Thanks to flipkart such a amazing deal in my budget👌👌👌,Archana Asthana,Bettiah,"May, 2019",10,0
870,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,5,Classy product,"This Keyboard Is very Satisfying , The Full Compact keyboard with very smooth non noise. You can buy it without any confusion. Value for money . I am shock after the keyboard is on my hand . 💥💥",Minesh  Sondagar ,Amreli,8 months ago,3,1
437,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,5,Must buy!,Good,Bipadtaran  Mahato,Puruliya District,"Jun, 2020",0,0
497,ACCFXUAB8YXRXTDF,"SHINESTAR. Back Cover for Apple iPhone 7 Plus, Apple iPhone 8 Plus",5,Best in the market!,Best,Amit verma satguru,Barabanki,7 months ago,0,0
411,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,4,Very Good,Nice keyboard. But the mouse was little broken but it is working very nicely.,Monimala Ghosh ,Howrah,7 months ago,1,0
